relevance_score,quality_flag,title,authors,publication_year,doi,url,source_name,publisher,venue,document_type,open_access,matched_keywords,manual_review_required
69.53333333333332,useful literature,"Review for ""Oligomer-Engineered Active Layer Enables High-Performance Semi-Transparent Organic Photovoltaics""",,2025,10.1039/d5tc01748c/v1/review2,https://doi.org/10.1039/d5tc01748c/v1/review2,crossref,Royal Society of Chemistry (RSC),,peer-review,False,organic photodiode active layer; polymer films,False
69.53333333333332,useful literature,"Review for ""Humidity-responsive Janus polymer–inorganic films formed by evaporation-induced vertical segregation""",,2026,10.1039/d6cc00788k/v2/review2,https://doi.org/10.1039/d6cc00788k/v2/review2,crossref,Royal Society of Chemistry (RSC),,peer-review,False,polymer films; solvent evaporation morphology,False
69.53333333333332,useful literature,"Review for ""Humidity-responsive Janus polymer–inorganic films formed by evaporation-induced vertical segregation""",,2026,10.1039/d6cc00788k/v1/review2,https://doi.org/10.1039/d6cc00788k/v1/review2,crossref,Royal Society of Chemistry (RSC),,peer-review,False,polymer films; solvent evaporation morphology,False
69.53333333333332,useful literature,"Review for ""Humidity-responsive Janus polymer–inorganic films formed by evaporation-induced vertical segregation""",,2026,10.1039/d6cc00788k/v2/review1,https://doi.org/10.1039/d6cc00788k/v2/review1,crossref,Royal Society of Chemistry (RSC),,peer-review,False,polymer films; solvent evaporation morphology,False
69.53333333333332,useful literature,"Review for ""Humidity-responsive Janus polymer–inorganic films formed by evaporation-induced vertical segregation""",,2026,10.1039/d6cc00788k/v3/review1,https://doi.org/10.1039/d6cc00788k/v3/review1,crossref,Royal Society of Chemistry (RSC),,peer-review,False,polymer films; solvent evaporation morphology,False
69.53333333333332,useful literature,"Review for ""Humidity-responsive Janus polymer–inorganic films formed by evaporation-induced vertical segregation""",,2026,10.1039/d6cc00788k/v1/review1,https://doi.org/10.1039/d6cc00788k/v1/review1,crossref,Royal Society of Chemistry (RSC),,peer-review,False,polymer films; solvent evaporation morphology,False
69.53333333333332,useful literature,"Decision letter for ""Humidity-responsive Janus polymer–inorganic films formed by evaporation-induced vertical segregation""",,2026,10.1039/d6cc00788k/v2/decision1,https://doi.org/10.1039/d6cc00788k/v2/decision1,crossref,Royal Society of Chemistry (RSC),,peer-review,False,polymer films; solvent evaporation morphology,False
69.53333333333332,useful literature,"Decision letter for ""Humidity-responsive Janus polymer–inorganic films formed by evaporation-induced vertical segregation""",,2026,10.1039/d6cc00788k/v1/decision1,https://doi.org/10.1039/d6cc00788k/v1/decision1,crossref,Royal Society of Chemistry (RSC),,peer-review,False,polymer films; solvent evaporation morphology,False
69.53333333333332,useful literature,"Decision letter for ""Humidity-responsive Janus polymer–inorganic films formed by evaporation-induced vertical segregation""",,2026,10.1039/d6cc00788k/v3/decision1,https://doi.org/10.1039/d6cc00788k/v3/decision1,crossref,Royal Society of Chemistry (RSC),,peer-review,False,polymer films; solvent evaporation morphology,False
69.53333333333332,useful literature,"Review for ""Enhanced NO2 Sensing Performance in Organic Field-Effect Transistors via Regioregularity-Controlled P3HT Blend Films""",,2025,10.1039/d5ta05576h/v2/review2,https://doi.org/10.1039/d5ta05576h/v2/review2,crossref,Royal Society of Chemistry (RSC),,peer-review,False,molecular dynamics organic photovoltaic blend; polymer films,False
69.53333333333332,useful literature,"Review for ""Enhanced NO2 Sensing Performance in Organic Field-Effect Transistors via Regioregularity-Controlled P3HT Blend Films""",,2025,10.1039/d5ta05576h/v1/review1,https://doi.org/10.1039/d5ta05576h/v1/review1,crossref,Royal Society of Chemistry (RSC),,peer-review,False,molecular dynamics organic photovoltaic blend; polymer films,False
69.42666666666666,useful literature,"Synthesis and Photovoltaics of Novel 2,3,4,5-Tetrathienylthiophene-co-poly(3-hexylthiophene-2,5-diyl) Donor Polymer for Organic Solar Cell",Morongwa E. Ramoroka; Siyabonga B. Mdluli; Vivian S. John‐Denk; Kwena D. Modibane; Christopher J. Arendse; Emmanuel I. Iwuoha,2020,10.3390/polym13010002,https://openalex.org/W3115146760,openalex,,Polymers,article,True,bulk heterojunction; bulk heterojunction morphology; polymer films,False
69.42666666666666,useful literature,"Microscopic, Spectroscopic, and Electrochemical Characterization of Novel Semicrystalline Poly(3-hexylthiophene)-Based Dendritic Star Copolymer",Anne Lutgarde Djoumessi Yonkeu; Miranda M. Ndipingwi; Oluwakemi Tovide; Morongwa E. Ramoroka; Chinwe O. Ikpo; Emmanuel I. Iwuoha,2022,10.3390/polym14204400,https://openalex.org/W4306769795,openalex,,Polymers,article,True,bulk heterojunction; bulk heterojunction morphology; polymer films,False
68.93333333333332,useful literature,Characterization of Polysaccharide Blend Films for Potential Polymer Hosts in Polymer Electrolytes,,2026,10.55373/mjchem.v28i2.163,https://doi.org/10.55373/mjchem.v28i2.163,crossref,Malaysian Institute of Chemistry,MALAYSIAN JOURNAL OF CHEMISTRY,journal-article,False,Monte Carlo simulation polymer blend; donor acceptor polymer blend morphology; molecular dynamics organic photovoltaic blend; polymer films,False
68.56,useful literature,Manufacturing of ultra-thin redox-active polymer films using the layer-by-layer method and co-polymerization of vinyl viologen units,Carmen-Simona Jordan (Asaftei),2022,10.5802/crchim.182,https://doi.org/10.5802/crchim.182,crossref,MathDoc/Centre Mersenne,Comptes Rendus. Chimie,journal-article,False,organic photodiode active layer; organic photovoltaic active layer; polymer films,False
68.56,useful literature,Theta Point Calculation of a Polymer Chain with Electric Dipole Moments: Monte Carlo Simulation,Şahin UYAVER,2020,10.16984/saufenbilder.710797,https://doi.org/10.16984/saufenbilder.710797,crossref,Sakarya University Journal of Science,Sakarya University Journal of Science,journal-article,False,Monte Carlo simulation polymer blend; Monte Carlo simulations; polymer films,False
68.16,useful literature,Multi-Scale Mechanical Properties of Bulk-Heterojunction Films in Polymer Solar Cells,Biao Xiao; Tian Zhong; Feng Guo; Shiyun Lei; Qingduan Li; Tao Jia; Xunchang Wang; Renqiang Yang,2022,10.21203/rs.3.rs-2133911/v1,https://doi.org/10.21203/rs.3.rs-2133911/v1,crossref,Springer Science and Business Media LLC,,posted-content,True,bulk heterojunction; bulk heterojunction morphology; polymer films,False
67.72666666666667,useful literature,Programmable single-layer polymer films for millimeter and sub-millimeter self-folding origami,Derosh George; Marc Madou; Edwin A. Peraza-Hernandez,2020,10.1117/12.2558874,https://doi.org/10.1117/12.2558874,crossref,SPIE,Active and Passive Smart Structures and Integrated Systems IX,proceedings-article,False,organic photodiode active layer; polymer films,False
67.52666666666667,useful literature,Crystallization of D-A Conjugated Polymers: A Review of Recent Research,Yibo Hu; Xinxiu Cao; Huiqing Fan,2022,10.3390/polym14214612,https://openalex.org/W4307764981,openalex,,Polymers,review,True,bulk heterojunction; bulk heterojunction morphology; polymer films,False
66.53333333333333,useful literature,"Review for ""Nickel(II) driven activity enhancement of donor-acceptor porous organic polymer for selective photoreduction of carbon dioxide""",,2026,10.1039/d6cc00397d/v1/review2,https://doi.org/10.1039/d6cc00397d/v1/review2,crossref,Royal Society of Chemistry (RSC),,peer-review,False,donor acceptor polymer blend morphology; polymer films,False
66.53333333333333,useful literature,"Review for ""Enhanced NO2 Sensing Performance in Organic Field-Effect Transistors via Regioregularity-Controlled P3HT Blend Films""",,2025,10.1039/d5ta05576h/v2/review1,https://doi.org/10.1039/d5ta05576h/v2/review1,crossref,Royal Society of Chemistry (RSC),,peer-review,False,molecular dynamics organic photovoltaic blend; polymer films,False
65.96666666666667,useful literature,Semitransparent Organic Photovoltaic Devices: Interface/Bulk Properties and Stability Issues,Barbara Paci; Flavia Righi Riva; Amanda Generosi; Marco Guaragno; Emanuela Mangiacapre; Sergio Brutti; Michael Wagner; Andreas Distler; Hans‐Joachim Egelhaaf,2024,10.3390/nano14030269,https://openalex.org/W4391251604,openalex,,Nanomaterials,article,True,bulk heterojunction; bulk heterojunction morphology; polymer films,False
65.96666666666667,useful literature,Graded-Index Active Layer for Efficiency Enhancement in Polymer Solar Cell,M. A. Morsy; Khaled J. Saleh,2023,10.3390/en16093933,https://openalex.org/W4375863386,openalex,,Energies,article,True,bulk heterojunction; bulk heterojunction morphology; polymer films,False
65.96666666666667,useful literature,Amphiphilic Polymer Conetworks for Non-Fullerene Organic Solar Cells: Regulated Molecular Stacking Enables Efficient Downconversion,"Huang, Chieh-Szu; Kim, Danbi; Yang, Wenyan; Lu, Yang; Westbrook, Robert JE; Lai, Huagai; Wei, Zimu; Lee, Chaeyeon; Fu, Fan; Greenham, Neil C; Lee, Bo Ram; Stranks, Sam",2025,10.17863/cam.122880,https://openalex.org/W7104379040,openalex,,Apollo (University of Cambridge),article,True,bulk heterojunction; bulk heterojunction morphology; polymer films,False
65.96666666666667,useful literature,Understanding the Structure and Dynamics of Conjugated Polymers by Advancing Deuteration Chemistry and Neutron Scattering (Final Report),Xiaodan Gu; Jason D. Azoulay; Zhiyuan Qian; Haoyu Zhao; Michael E. Steelman; Luke Galuska; Zhiqiang Cao; Yunfei Wang; Guorong Ma,2023,10.2172/1989841,https://openalex.org/W4385411823,openalex,,,report,True,bulk heterojunction; bulk heterojunction morphology; polymer films,False
65.76666666666667,useful literature,Health films for children,Victoria Shmidt; Karl Kaser,2023,10.4324/9781003272267-10,https://doi.org/10.4324/9781003272267-10,crossref,Routledge,A Critical History of Health Films in Central and Eastern Europe and Beyond,book-chapter,True,organic photodiode active layer; polymer films,False
65.72666666666667,useful literature,Crystallization of GeTe phase change thin films grown by pulsed electron-beam deposition,Neda Bathaei; Binbin Weng; Hjalti Sigmarsson,2022,10.1016/j.mssp.2022.106781,https://doi.org/10.1016/j.mssp.2022.106781,crossref,Elsevier BV,Materials Science in Semiconductor Processing,journal-article,True,crystallization regulator organic semiconductor; polymer films,False
65.32666666666667,useful literature,Study on photovoltaic stability and performance by incorporación tetrabutyl phosphonium iodide into active layer of a perovskita type photovoltaic cell,Edgar González Juárez,2020,10.1021/scimeetings.3c00843,https://doi.org/10.1021/scimeetings.3c00843,crossref,American Chemical Society (ACS),,posted-content,False,organic photovoltaic active layer; polymer films,False
65.32666666666667,useful literature,Study on photovoltaic stability and performance by incorporación tetrabutyl phosphonium iodide into active layer of a perovskita type photovoltaic cell,Edgar González Juárez,2020,10.1021/scimeetings.3c01128,https://doi.org/10.1021/scimeetings.3c01128,crossref,American Chemical Society (ACS),,posted-content,False,organic photovoltaic active layer; polymer films,False
65.32666666666667,useful literature,Photon recycling in organic semiconductor thin films,Zhongkai Cheng; Nasir Javed; Deirdre O'Carroll,2021,10.1021/scimeetings.1c00658,https://doi.org/10.1021/scimeetings.1c00658,crossref,American Chemical Society (ACS),,posted-content,False,crystallization regulator organic semiconductor; polymer films,False
65.32666666666667,useful literature,"High-mobility, trap-free charge transport in conjugated polymer devices",Mark Nikolka,2020,10.1021/scimeetings.0c05212,https://doi.org/10.1021/scimeetings.0c05212,crossref,American Chemical Society (ACS),,posted-content,False,charge transport morphology relationship; polymer films,False
65.32666666666667,useful literature,"High-mobility, trap-free charge transport in conjugated polymer devices",Mark Nikolka,2020,10.1021/scimeetings.0c05213,https://doi.org/10.1021/scimeetings.0c05213,crossref,American Chemical Society (ACS),,posted-content,False,charge transport morphology relationship; polymer films,False
64.42666666666666,useful literature,A pyrrolopyridazinedione-based copolymer for fullerene-free organic solar cells,Astrid‐Caroline Knall; Samuel Rabensteiner; Sebastian F. Hoefler; Matiss Reinfelds; Mathias Hobisch; Heike M. A. Ehmann; Nadiia Pastukhova; Egon Pavlica; Gvido Bratina; Ilie Hanzu; Shuguang Wen; Renqiang Yang; Gregor Trimmel; Thomas Rath,2020,10.1039/d0nj04573j,https://openalex.org/W3117409977,openalex,,New Journal of Chemistry,article,True,bulk heterojunction; bulk heterojunction morphology; polymer films,False
63.82666666666667,useful literature,Semiconductor Thin Films for Information Technology,Na Chen,2021,10.1002/9783527344987.ch8,https://doi.org/10.1002/9783527344987.ch8,crossref,Wiley,Inorganic and Organic Thin Films,other,True,crystallization regulator organic semiconductor; polymer films,False
63.726666666666674,useful literature,Advances in Molecular Layer Deposition of Conductive and Redox-Active Polymer Thin-Films,Matthias J. Young; Quinton K. Wyatt,2021,10.1149/ma2021-0229883mtgabs,https://doi.org/10.1149/ma2021-0229883mtgabs,crossref,The Electrochemical Society,ECS Meeting Abstracts,journal-article,True,organic photodiode active layer; polymer films,False
62.56,useful literature,Fabrication and characterization of solvent evaporation-assisted sodium caseinate emulsion films,Yan Yin; Yonghong Peng; Haiwei Xie,2020,10.1166/mex.2020.1661,https://doi.org/10.1166/mex.2020.1661,crossref,American Scientific Publishers,Materials Express,journal-article,False,polymer films; solvent evaporation morphology,False
62.46666666666667,useful literature,Controlling swelling in mixed transport polymers through alkyl side-chain physical cross-linking,Nicholas Siemons; Drew Pearce; Hang Yu; Sachetan M. Tuladhar; Garrett LeCroy; Rajendar Sheelamanthula; Rawad K. Hallani; Alberto Salleo; Iain McCulloch; Alexander Giovannitti; Jarvist M. Frost; Jenny Nelson,2023,10.1073/pnas.2306272120,https://openalex.org/W4386021976,openalex,,Proceedings of the National Academy of Sciences,article,True,bulk heterojunction; bulk heterojunction morphology; polymer films,False
62.46666666666667,useful literature,Exciton diffusion and dissociation in organic and quantum‐dot solar cells,Dan He; Miao Zeng; Zhenzhen Zhang; Yang Bai; Guichuan Xing; Hui–Ming Cheng; Yuze Lin,2023,10.1002/smm2.1176,https://openalex.org/W4318217680,openalex,,SmartMat,article,True,bulk heterojunction; bulk heterojunction morphology; polymer films,False
62.46666666666667,useful literature,Conductive organic electrodes for flexible electronic devices,Amrita Chakraborty; Daniel J. Herrera; Payton Fallen; Daniel E. Hall; Nicholas Bampton; Thomas Olivero; Marius Orlowski,2023,10.1038/s41598-023-30207-9,https://openalex.org/W4324056275,openalex,,Scientific Reports,article,True,bulk heterojunction; bulk heterojunction morphology; polymer films,False
62.46666666666667,useful literature,Optimization of fluorinated phenyl azides as universal photocrosslinkers for semiconducting polymers,Zhao-Siu Tan; Zaini Jamal; Desmond W. Y. Teo; Hor-Cheng Ko; Zong‐Long Seah; Hao-Yu Phua; Peter K. H. Ho; Rui‐Qi Png; Lay‐Lay Chua,2024,10.1038/s41467-024-50257-5,https://openalex.org/W4401062897,openalex,,Nature Communications,article,True,bulk heterojunction; bulk heterojunction morphology; polymer films,False
62.46666666666667,useful literature,High‐Performance Broad‐Spectrum Photodetector by Suppressing Stray Electrons by Adopting a Hybrid CQD/Organic Architecture,Jiawei Qiao; Qian Wang; Jingjing Wang; Junwei Liu; Wenqing Zhang; Xunfan Liao; Long Ye; Hang Yin; Xiaotao Hao,2024,10.1002/agt2.722,https://openalex.org/W4405594642,openalex,,Aggregate,article,True,bulk heterojunction; bulk heterojunction morphology; polymer films,False
62.46666666666667,useful literature,Composite polymer films with semiconductor nanocrystals for organic electronics and optoelectronics,O. V. Pylypova; D. V. Korbutyak; Viktor Tokarev; A.I. Pylypov; А.А. Еvtukh,2024,10.15407/spqeo27.02.208,https://openalex.org/W4400186767,openalex,,Semiconductor Physics Quantum Electronics & Optoelectronics,article,True,bulk heterojunction; bulk heterojunction morphology; polymer films,False
60.92666666666666,useful literature,Cross-Linking of Doped Organic Semiconductor Interlayers for Organic Solar Cells: Potential and Challenges,Staffan Dahlström; Sebastian Wilken; Yadong Zhang; Christian Ahläng; Stephen Barlow; Mathias Nyman; Seth R. Marder; Ronald Österbacka,2021,10.1021/acsaem.1c03127,https://openalex.org/W3191192820,openalex,,ACS Applied Energy Materials,article,True,bulk heterojunction; bulk heterojunction morphology; polymer films,False
60.92666666666666,useful literature,In situ Grazing Incidence Small Angle X-ray Scattering on Roll-To-Roll Coating of Organic Solar Cells with Laboratory X-ray Instrumentation,Michael Korning Sørensen; M. Espíndola-Rodríguez; Marcial Fernández Castro; Ashwin Nambi; Luise Theil Kuhn; Jens Wenzel Andreasen,2021,10.3791/61374,https://openalex.org/W3133563309,openalex,,Journal of Visualized Experiments,article,True,bulk heterojunction; bulk heterojunction morphology; polymer films,False
60.92666666666666,useful literature,In situ Grazing Incidence Small Angle X-ray Scattering on Roll-To-Roll Coating of Organic Solar Cells with Laboratory X-ray Instrumentation,Michael Korning Sørensen; M. Espíndola-Rodríguez; Marcial Fernández Castro; Ashwin Nambi; Luise Theil Kuhn; Jens Wenzel Andreasen,2021,10.3791/61374-v,https://openalex.org/W4300642978,openalex,,Journal of Visualized Experiments,article,True,bulk heterojunction; bulk heterojunction morphology; polymer films,False
60.92666666666666,useful literature,Recent Advances of Film–Forming Kinetics in Organic Solar Cells,Qiuju Liang; Jianhong Yao; Zhangbo Hu; Puxin Wei; Haodong Lu; Yukai Yin; Kang Wang; Jiangang Liu,2021,10.3390/en14227604,https://openalex.org/W3213568327,openalex,,Energies,article,True,bulk heterojunction; bulk heterojunction morphology; polymer films,False
60.766666666666666,useful literature,Molecular photovoltaic devices: The Central Role of Chemistry.,Emilio Palomares,2024,10.29363/nanoge.hopv.2024.079,https://doi.org/10.29363/nanoge.hopv.2024.079,crossref,FUNDACIO DE LA COMUNITAT VALENCIANA SCITO,Proceedings of the International Conference on Hybrid and Organic Photovoltaics,proceedings-article,False,molecular dynamics organic photovoltaic blend; polymer films,False
60.56666666666666,useful literature,Domain Orientation and Molecular Ordering in Thin Films of Small Molecule Donor for Organic Photovoltaics,Nilesh Patil; Benjamin Watts; Leander Michels; Raf Claessens; David Kleiven; Eirik Torbjørn Bakken Skjønsfjell; Niko Van den Brande; Bruno Van Mele; Dag W. Breiby,2024,10.26434/chemrxiv-2024-0bqpc,https://openalex.org/W4392294837,openalex,,ChemRxiv,preprint,True,bulk heterojunction; bulk heterojunction morphology; polymer films,False
60.56666666666666,useful literature,Domain Orientation and Molecular Ordering in Thin Films of Small Molecule Donor for Organic Photovoltaics,Nilesh Patil; Benjamin Watts; Leander Michels; Raf Claessens; David Kleiven; Eirik Torbjørn Bakken Skjønsfjell; Niko Van den Brande; Bruno Van Mele; Dag W. Breiby,2024,10.26434/chemrxiv-2024-0bqpc-v2,https://openalex.org/W4392372619,openalex,,ChemRxiv,preprint,True,bulk heterojunction; bulk heterojunction morphology; polymer films,False
60.56666666666666,useful literature,Assessing Molecular Doping Efficiency in Organic Semiconductors with Reactive Monte Carlo,Archana Verma; Nicholas E. Jackson,2024,10.26434/chemrxiv-2024-wkjrc,https://openalex.org/W4390949142,openalex,,ChemRxiv,preprint,True,bulk heterojunction; bulk heterojunction morphology; polymer films,False
60.42666666666666,useful literature,Integration of Machine Learning and Coarse-Grained Molecular Simulations for Polymer Materials: Physical Understandings and Molecular Design,Thanh Danh Nguyen; Lei Tao; Ying Li,2022,10.3389/fchem.2021.820417,https://openalex.org/W4206946030,openalex,,Frontiers in Chemistry,article,True,bulk heterojunction; bulk heterojunction morphology; molecular simulations; polymer films,False
59.46666666666667,background literature,Approaching highly stable optoelectronic device operation at elevated temperature by locking backbone torsion of conjugated polymers,Zhiqiang Cao; Zhaofan Li; Angela Awada; Sara A. Tolba; Madison Mooney; Yangyang Wang; Yu‐Cheng Chiu; Simon Rondeau‐Gagné; Wenjie Xia; Xiaodan Gu,2025,10.1016/j.matt.2025.102195,https://openalex.org/W4410994265,openalex,,Matter,article,True,organic photovoltaic active layer; polymer films,False
59.46666666666667,background literature,Longitudinal Assembly of Gold Nanorods on Various Templates for Optoelectronics,Puskar Chapagain; Suman Neupane,2023,10.5772/intechopen.1002702,https://openalex.org/W4388824821,openalex,,IntechOpen eBooks,book-chapter,True,organic photovoltaic active layer; polymer films,False
59.46666666666667,background literature,Processing-Dependent Morphology and Photoluminescence Quenching in Donor–Acceptor PBDTTTPD:PNDI(2HD)2T Thin Films,Otto Todor-Boer; Bogdan-Ionuț Ștefan; Levente Máthé; Tudor Blaga; Ioan Botiz,2026,10.3390/coatings16040417,https://openalex.org/W7147688893,openalex,,Coatings,article,True,organic photovoltaic active layer; polymer films,False
58.726666666666674,background literature,Rationally Tuning Blend Miscibility of Polymer Donor and Nonfullerene Acceptor for Constructing Efficient Organic Solar Cells ※,Wenyuan Lin; Qingzhe Zhu; Yunlong Ma; Peng Wang; Shuo Wan; Qingdong Zheng,2022,10.6023/a21120620,https://doi.org/10.6023/a21120620,crossref,Shanghai Institute of Organic Chemistry,Acta Chimica Sinica,journal-article,False,donor acceptor polymer blend morphology; polymer films,False
58.726666666666674,background literature,Polymer Chains,Alan Stevens,2022,10.1201/9781003295235-11,https://doi.org/10.1201/9781003295235-11,crossref,CRC Press,Monte-Carlo Simulation,book-chapter,False,Monte Carlo simulation polymer blend; polymer films,False
58.726666666666674,background literature,Monte Carlo Simulation: Principle and Implementation,Hung T. Diep,2021,10.1201/9781003121107-7,https://doi.org/10.1201/9781003121107-7,crossref,Jenny Stanford Publishing,Physics of Magnetic Thin Films,book-chapter,False,Monte Carlo simulation polymer blend; polymer films,False
57.89333333333334,background literature,Overview of organic agriculture development in Europe and Central Asia,,2020,10.4060/cb0890en,https://doi.org/10.4060/cb0890en,crossref,FAO,,edited-book,False,crystallization regulator organic semiconductor; organic photodiode active layer; polymer films,False
57.89333333333334,background literature,4 Monte-Carlo-Simulation,,2022,10.24053/9783739882000-53,https://doi.org/10.24053/9783739882000-53,crossref,UVK Verlag,Monte-Carlo-Simulation im Risiko-Controlling,book-chapter,False,Monte Carlo simulation polymer blend; polymer films,False
57.89333333333334,background literature,2 Monte-Carlo-Simulation in der Controlling-Literatur,,2022,10.24053/9783739882000-23,https://doi.org/10.24053/9783739882000-23,crossref,UVK Verlag,Monte-Carlo-Simulation im Risiko-Controlling,book-chapter,False,Monte Carlo simulation polymer blend; polymer films,False
57.89333333333334,background literature,5 Monte-Carlo-Simulation mit dem Excel-Add-In Risk Kit am Beispiel der Monte-Carlo STAHL AG,,2022,10.24053/9783739882000-63,https://doi.org/10.24053/9783739882000-63,crossref,UVK Verlag,Monte-Carlo-Simulation im Risiko-Controlling,book-chapter,False,Monte Carlo simulation polymer blend; polymer films,False
57.42666666666666,background literature,Impact of P3HT Regioregularity and Molecular Weight on the Efficiency and Stability of Perovskite Solar Cells,Narges Yaghoobi Nia; Matteo Bonomo; Mahmoud Zendehdel; Enrico Lamanna; Mohamed M. H. Desoky; Barbara Paci; Francesca Zurlo; Amanda Generosi; Claudia Barolo; Guido Viscardi; Pierluigi Quagliotto; Aldo Di Carlo,2021,10.1021/acssuschemeng.0c09015,https://openalex.org/W3139542098,openalex,,ACS Sustainable Chemistry & Engineering,article,True,bulk heterojunction; bulk heterojunction morphology; polymer films,False
57.42666666666666,background literature,Why does solvent treatment increase the conductivity of PEDOT : PSS? Insight from molecular dynamics simulations,M. Modarresi; Igor Zozoulenko,2022,10.1039/d2cp02655d,https://openalex.org/W4293216456,openalex,,Physical Chemistry Chemical Physics,article,True,bulk heterojunction; bulk heterojunction morphology; polymer films,False
57.42666666666666,background literature,Variance-resistant PTB7 and axially-substituted silicon phthalocyanines as active materials for high-Voc organic photovoltaics,Mário C. Vebber; Nicole A. Rice; Jaclyn L. Brusso; Benoît H. Lessard,2021,10.1038/s41598-021-94704-5,https://openalex.org/W3185098579,openalex,,Scientific Reports,article,True,bulk heterojunction; bulk heterojunction morphology; polymer films,False
55.733333333333334,background literature,"Tiyenotiyofen ve benzotiyadiazol esaslı donör-π-alıcı-π (D-π-A-π) tipi konjuge polimerlerin sentezi, fotofiziksel özellikleri ve ofet uygulaması","Öztürk, Serra Ebru",2023,,https://openalex.org/W7113046667,openalex,,Istanbul Technical University Academic Open Archive (Istanbul Technical University),dissertation,True,bulk heterojunction; bulk heterojunction morphology; polymer films,True
55.733333333333334,background literature,F VE Cl İÇEREN YENİ KİNOKSALİN TABANLI KONJÜGE POLİMERLERİN ORGANİK GÜNEŞ PİLİ İÇİN SENTEZİ,"Aydın, Sevgi",2025,,https://openalex.org/W7110524829,openalex,,OpenMETU (Middle East Technical University),dissertation,True,bulk heterojunction; bulk heterojunction morphology; polymer films,True
55.526666666666664,background literature,Hole transport layers in organic solar cells: A review,Riva Alkarsifi; Jörg Ackermann; Olivier Margeat,2022,10.55713/jmmm.v32i4.1549,https://openalex.org/W4312199992,openalex,,Journal of Metals Materials and Minerals,review,True,bulk heterojunction; bulk heterojunction morphology; polymer films,False
55.526666666666664,background literature,The Martini Model in Materials Science,Riccardo Alessandri; Fabian Grünewald; ‪Siewert J. Marrink,2021,10.1002/adma.202008635,https://openalex.org/W3111773861,openalex,,Advanced Materials,preprint,True,bulk heterojunction; bulk heterojunction morphology; polymer films,False
54.89333333333334,background literature,Active Ageing in European Union,,2020,10.18356/a87c45a9-en,https://doi.org/10.18356/a87c45a9-en,crossref,UN,2018 Active Ageing Index Analytical Report,book-chapter,False,organic photodiode active layer; polymer films,False
54.42666666666666,background literature,Chemical Composition and Strain at Interfaces between Different Morphologies in Block Copolymer Thin Films,Kevin Ho; Kris S. Kim; Sissi de Beer; Gilbert C. Walker,2021,10.1021/acs.langmuir.1c02169,https://openalex.org/W3210655594,openalex,,Langmuir,article,True,organic photovoltaic active layer; polymer films,False
53.32666666666667,background literature,Study on photovoltaic stability and performance by incorporación tetrabutyl phosphonium iodide into active layer of a perovskita type photovoltaic cell,Edgar González Juárez,2020,10.26226/morressier.5f6c5f439b74b699bf390bcb,https://doi.org/10.26226/morressier.5f6c5f439b74b699bf390bcb,crossref,Morressier,,posted-content,False,organic photovoltaic active layer; polymer films,False
52.026666666666664,background literature,Submolecular Resolution Imaging of P3HT:PCBM Nanostructured Films by Atomic Force Microscopy: Implications for Organic Solar Cells,Letizia Liirò-Peluso; James Wrigley; David B. Amabilino; Peter H. Beton,2022,10.1021/acsanm.2c01399,https://openalex.org/W4283035106,openalex,,ACS Applied Nano Materials,review,True,bulk heterojunction; bulk heterojunction morphology; polymer films,False
50.693333333333335,background literature,Selenophene- and Thiophene-based π-Conjugated Polymer Gels,Sheng Li,2022,,https://openalex.org/W7133034280,openalex,,TSpace,dissertation,True,bulk heterojunction; bulk heterojunction morphology; polymer films,True
44.193333333333335,background literature,Development of substrates for reconstructed human dermis based on polyhydroxyalkanoates (PHAs) and FucoPol,Ana Margarida Correia Rafael,2021,,https://openalex.org/W3180136028,openalex,,Revista de Estudos Anglo-Portugueses/Journal of Anglo-Portuguese Studies,dissertation,True,polymer films; solvent evaporation morphology,True
