relevance_score,quality_flag,title,authors,publication_year,doi,url,source_name,publisher,venue,document_type,open_access,matched_keywords,manual_review_required
55.88,background literature,Interaction of thin polyethyleneimine layer with the iron surface and its effect on the electrochemical behavior,Radka Gorejová; Natália Podrojková; Katarína Sisáková; Jana Shepa; Ivan Shepa; Alexandra Kovalčíková; Ivana Šišoláková; František Kaľavský; Renáta Oriňaková,2022,10.1038/s41598-022-07474-z,https://doi.org/10.1038/s41598-022-07474-z,doaj,,Scientific Reports,journal-article,True,polymer adsorption,False
55.88,background literature,Novel adsorption mechanisms identified for polymer retention in carbonate rocks,Eseosa M. Ekanem; Maja Rücker; Sherifat Yesufu-Rufai; Catherine Spurin; Nicholas Ooi; Apostolos Georgiadis; Steffen Berg; Paul F. Luckham,2021,10.1016/j.jciso.2021.100026,http://www.sciencedirect.com/science/article/pii/S2666934X21000258,doaj,,JCIS Open,journal-article,True,polymer adsorption,False
55.88,background literature,Highly Selective Adsorption of 99 TcO 4 − /ReO 4 − by a Novel Polyamide-Functionalized Polyacrylamide Polymer Material,Ben Qin; Yanqin Hu; Meiying Xie; Liyan Xue; Chunfa Liao; Fan Yang,2022,10.3390/toxics10100630,https://www.mdpi.com/2305-6304/10/10/630,doaj,,Toxics,journal-article,True,polymer adsorption,False
55.88,background literature,Investigating the effects of polymer plugging mechanism of liquid production decrease and improvement by the cross-linked gel performance,Kuiqian Ma; Mahamat Tahir Abdramane Mahamat Zene; Li Baozhen; Ruizhong Jiang; Haijun Fan; Yongzheng Cui; Liu Xiu Wei,2021,10.1038/s41598-021-99385-8,https://doi.org/10.1038/s41598-021-99385-8,doaj,,Scientific Reports,journal-article,True,polymer adsorption,False
55.88,background literature,The New Strategy for Studying Drug-Delivery Systems with Prolonged Release: Seven-Day In Vitro Antibacterial Action,Anna A. Skuredina; Tatiana Yu. Kopnova; Anastasia S. Tychinina; Sergey A. Golyshev; Irina M. Le-Deygen; Natalya G. Belogurova; Elena V. Kudryashova,2022,10.3390/molecules27228026,https://www.mdpi.com/1420-3049/27/22/8026,doaj,,Molecules,journal-article,True,polymer adsorption,False
55.766666666666666,background literature,Self-bound clusters of one-dimensional fermionic mixtures,M. C. Gordillo,2023,10.1103/physrevresearch.5.043144,https://doi.org/10.1103/physrevresearch.5.043144,crossref,American Physical Society (APS),Physical Review Research,journal-article,True,2-dimensional polymer mixtures,False
55.766666666666666,background literature,One-dimensional asymmetrically interacting quantum droplets in Bose-Bose mixtures,Anonymous,2026,10.1103/2zbp-j5bg,https://doi.org/10.1103/2zbp-j5bg,crossref,American Physical Society (APS),Physical Review A,journal-article,True,2-dimensional polymer mixtures,False
55.766666666666666,background literature,Facile characterization of pore accessibility in metal-organic framework/polymer composites,Trenton M. Tovar; Gregory W. Peterson,2025,10.1007/s10450-025-00618-3,https://doi.org/10.1007/s10450-025-00618-3,crossref,Springer Science and Business Media LLC,Adsorption,journal-article,True,polymer adsorption,False
55.766666666666666,background literature,Retracted: Semiconductor Polymer Carbon Composite Coated Fabric for Warm Beds in Hospital,Adsorption Science and Technology,2023,10.1155/2023/9797515,https://doi.org/10.1155/2023/9797515,crossref,SAGE Publications,Adsorption Science &amp; Technology,journal-article,True,polymer adsorption,False
54.96666666666666,background literature,"Molecular dynamics insight into polymer adsorption on HOP graphene: influence of defects, configuration, and multi-walled structures",Xiaohui Ren; Yao Jiang,2025,10.1140/epjp/s13360-025-06117-2,https://openalex.org/W4408059927,openalex,,The European Physical Journal Plus,article,False,polymer adsorption,False
54.93333333333332,background literature,Copyright,,2024,10.1016/b978-0-443-19139-8.12001-7,https://doi.org/10.1016/b978-0-443-19139-8.12001-7,crossref,Elsevier,Polymer Nanocomposite Films and Coatings,book-chapter,True,polymer films,True
54.93333333333332,background literature,Series Page,,2024,10.1016/b978-0-443-19139-8.09001-x,https://doi.org/10.1016/b978-0-443-19139-8.09001-x,crossref,Elsevier,Polymer Nanocomposite Films and Coatings,book-chapter,True,polymer films,True
54.93333333333332,background literature,Preface,,2024,10.1016/b978-0-443-19139-8.00006-1,https://doi.org/10.1016/b978-0-443-19139-8.00006-1,crossref,Elsevier,Polymer Nanocomposite Films and Coatings,book-chapter,True,polymer films,True
54.93333333333332,background literature,Index,,2024,10.1016/b978-0-443-19139-8.20001-6,https://doi.org/10.1016/b978-0-443-19139-8.20001-6,crossref,Elsevier,Polymer Nanocomposite Films and Coatings,book-chapter,True,polymer films,True
54.93333333333332,background literature,Copyright,,2024,10.1016/b978-0-323-88655-0.00023-9,https://doi.org/10.1016/b978-0-323-88655-0.00023-9,crossref,Elsevier,Nanofillers for Binary Polymer Blends,book-chapter,True,2-dimensional polymer blends,True
54.93333333333332,background literature,Index,,2024,10.1016/b978-0-323-88655-0.00025-2,https://doi.org/10.1016/b978-0-323-88655-0.00025-2,crossref,Elsevier,Nanofillers for Binary Polymer Blends,book-chapter,True,2-dimensional polymer blends,True
54.93333333333332,background literature,Contents,,2024,10.1016/b978-0-323-88655-0.00024-0,https://doi.org/10.1016/b978-0-323-88655-0.00024-0,crossref,Elsevier,Nanofillers for Binary Polymer Blends,book-chapter,True,2-dimensional polymer blends,True
54.086666666666666,background literature,Anomalously High Dielectric Strength and Capacitive Energy Density of Thin Entangled Glassy Polymer Films,Maninderjeet Singh; Saurabh Kr. Tiwary; Roushanak Nejat; Jack F. Douglas; Alamgir Karim,2024,10.1021/jacsau.4c00833,https://doi.org/10.1021/jacsau.4c00833,doaj,,JACS Au,journal-article,True,polymer films,False
52.56,background literature,Comparison of Piezo Resistive Property of Graphene based Polymer Films and Carbon Nanotube based Polymer Films to Optimize the Conductivity,Paipalem Manoj Kumar,2021,10.47059/revistageintec.v11i2.1760,https://doi.org/10.47059/revistageintec.v11i2.1760,crossref,Centivens Institute of Innovative Research,Revista Gestão Inovação e Tecnologias,journal-article,False,polymer films,False
52.56,background literature,Effects of Thin Film Morphology of Polymer Hole Transfer Material on Photovoltaic Performance of Perovskite Solar Cells,Oguz CİCEK; Burak GÜLTEKİN,2022,10.18466/cbayarfbe.1033596,https://doi.org/10.18466/cbayarfbe.1033596,crossref,Celal Bayar University Journal of Science,Celal Bayar Üniversitesi Fen Bilimleri Dergisi,journal-article,False,polymer film morphology,False
52.32666666666667,background literature,Protein adsorption on grafted zwitterionic polymer thin films,Syeda Tajin Ahmed; Deborah Elaine Leckband,2020,10.1021/scimeetings.0c05400,https://doi.org/10.1021/scimeetings.0c05400,crossref,American Chemical Society (ACS),,posted-content,False,polymer adsorption,False
52.32666666666667,background literature,Protein adsorption on grafted zwitterionic polymer thin films,Syeda Tajin Ahmed; Deborah Elaine Leckband,2020,10.1021/scimeetings.0c05401,https://doi.org/10.1021/scimeetings.0c05401,crossref,American Chemical Society (ACS),,posted-content,False,polymer adsorption,False
52.32666666666667,background literature,Divalent ions enhance anionic polymer adsorption on montmorillonite and the effect is salinity dependent,Wenyuan Sun,2020,10.1021/scimeetings.0c00615,https://doi.org/10.1021/scimeetings.0c00615,crossref,American Chemical Society (ACS),,posted-content,False,polymer adsorption,False
52.32666666666667,background literature,Synthesis and structure of a zinc porous coordination polymer and its adsorption of methylene blue,Congxue Tian,2020,10.1021/scimeetings.0c00035,https://doi.org/10.1021/scimeetings.0c00035,crossref,American Chemical Society (ACS),,posted-content,False,polymer adsorption,False
52.32666666666667,background literature,Synthesis and structure of a zinc porous coordination polymer and its adsorption of methylene blue,Congxue Tian,2020,10.1021/scimeetings.0c00040,https://doi.org/10.1021/scimeetings.0c00040,crossref,American Chemical Society (ACS),,posted-content,False,polymer adsorption,False
52.32666666666667,background literature,Synthesis and structure of a zinc porous coordination polymer and its adsorption of methylene blue,Congxue Tian,2020,10.1021/scimeetings.0c00079,https://doi.org/10.1021/scimeetings.0c00079,crossref,American Chemical Society (ACS),,posted-content,False,polymer adsorption,False
52.32666666666667,background literature,Synthesis and structure of a zinc porous coordination polymer and its adsorption of methylene blue,Congxue Tian,2020,10.1021/scimeetings.0c00091,https://doi.org/10.1021/scimeetings.0c00091,crossref,American Chemical Society (ACS),,posted-content,False,polymer adsorption,False
52.32666666666667,background literature,Synthesis and structure of a zinc porous coordination polymer and its adsorption of methylene blue,Congxue Tian; Yun An,2020,10.1021/scimeetings.0c06568,https://doi.org/10.1021/scimeetings.0c06568,crossref,American Chemical Society (ACS),,posted-content,False,polymer adsorption,False
52.32666666666667,background literature,Construction of MOF-Polymer Composites by Morphology Transcription,Kunyu Wang,2021,10.1021/scimeetings.1c00009,https://doi.org/10.1021/scimeetings.1c00009,crossref,American Chemical Society (ACS),,posted-content,False,polymer film morphology,False
52.160000000000004,background literature,Surface modification of selected polymer films by ozonation,Hong Bin Gu,2021,10.32920/ryerson.14643915,https://doi.org/10.32920/ryerson.14643915,crossref,Ryerson University Library and Archives,,posted-content,True,polymer films,False
52.160000000000004,background literature,Surface modification of selected polymer films by ozonation,Hong Bin Gu,2021,10.32920/ryerson.14643915.v1,https://doi.org/10.32920/ryerson.14643915.v1,crossref,Ryerson University Library and Archives,,posted-content,True,polymer films,False
51.49333333333334,background literature,Review 1: Three-dimensional complex architectures observed in shock processed amino acid mixtures,,2021,10.1017/exp.2021.17.pr1,https://doi.org/10.1017/exp.2021.17.pr1,crossref,Cambridge University Press (CUP),,peer-review,False,2-dimensional polymer mixtures,False
51.49333333333334,background literature,Review 2: Three-dimensional complex architectures observed in shock processed amino acid mixtures,,2021,10.1017/exp.2021.17.pr2,https://doi.org/10.1017/exp.2021.17.pr2,crossref,Cambridge University Press (CUP),,peer-review,False,2-dimensional polymer mixtures,False
51.49333333333334,background literature,"Review for ""Asphaltene/polymer composites: Morphology, compatibility, and rheological properties""",,2022,10.1002/cjce.24564/v1/review1,https://doi.org/10.1002/cjce.24564/v1/review1,crossref,Wiley,,peer-review,False,polymer film morphology,False
51.49333333333334,background literature,"Decision letter for ""Asphaltene/polymer composites: Morphology, compatibility, and rheological properties""",,2022,10.1002/cjce.24564/v2/decision1,https://doi.org/10.1002/cjce.24564/v2/decision1,crossref,Wiley,,peer-review,False,polymer film morphology,False
51.49333333333334,background literature,"Decision letter for ""Asphaltene/polymer composites: Morphology, compatibility, and rheological properties""",,2022,10.1002/cjce.24564/v1/decision1,https://doi.org/10.1002/cjce.24564/v1/decision1,crossref,Wiley,,peer-review,False,polymer film morphology,False
51.49333333333334,background literature,"Review for ""Asphaltene/polymer composites: Morphology, compatibility, and rheological properties""",,2022,10.1002/cjce.24564/v1/review2,https://doi.org/10.1002/cjce.24564/v1/review2,crossref,Wiley,,peer-review,False,polymer film morphology,False
51.46666666666666,background literature,Water-responsive supercontractile polymer films for bioelectronic interfaces,Junqi Yi; Guijin Zou; Jianping Huang; Xueyang Ren; Qiong Tian; Qianhengyuan Yu; Ping Wang; Yuehui Yuan; Wenjie Tang; Changxian Wang; Linlin Liang; Zhengshuai Cao; Yuanheng Li; Mei Yu; Ying Jiang; Feilong Zhang; Xue Yang; Wenlong Li; Xiaoshi Wang; Yifei Luo; Xian Jun Loh; Guanglin Li; Benhui Hu; Zhiyuan Liu; Huajian Gao; Xiaodong Chen,2023,10.1038/s41586-023-06732-y,https://openalex.org/W4389670368,openalex,,Nature,article,False,polymer films,False
51.46666666666666,background literature,Dual-Mode Porous Polymeric Films with Coral-like Hierarchical Structure for All-Day Radiative Cooling and Heating,Mengke Shi; Zifan Song; Jiahao Ni; Xingyuan Du; Yanxia Cao; Yanyu Yang; Wanjie Wang; Jianfeng Wang,2023,10.1021/acsnano.2c07293,https://openalex.org/W4315926914,openalex,,ACS Nano,article,False,polymer films,False
51.46666666666666,background literature,New electropolymerized triphenylamine polymer films and excellent multifunctional electrochromic energy storage system materials with real-time monitoring of energy storage status,Qidi Huang; Jianai Chen; Xiongchao Shao; Ling Zhang; Yujie Dong; Weijun Li; Cheng Zhang; Yuguang Ma,2023,10.1016/j.cej.2023.141974,https://openalex.org/W4321204613,openalex,,Chemical Engineering Journal,article,False,polymer films,False
51.46666666666666,background literature,Ordered Porous Polymer Films for Highly Efficient Passive Daytime Radiative Cooling,Yu Zhang; Tong Wang; Xue Mei; Min Chen; Limin Wu,2023,10.1021/acsphotonics.3c00494,https://openalex.org/W4385754511,openalex,,ACS Photonics,article,False,polymer films,False
51.46666666666666,background literature,Processing polymer film nanocomposites of polyvinyl chloride – Polyvinylpyrrolidone and MoO3 for optoelectronic applications,Alhulw H. Alshammari; Majed Alshammari; Mohammed Ibrahim; Khulaif Alshammari; T.A. Taha,2023,10.1016/j.optlastec.2023.109833,https://openalex.org/W4385303894,openalex,,Optics & Laser Technology,article,False,polymer films,False
51.46666666666666,background literature,Thermal‐Rectified Gradient Porous Polymeric Film for Solar‐Thermal Regulatory Cooling,Yufeng Wang; Xiaobo Zhang; Song Liu; Ying Liu; Qisen Zhou; Tianyi Zhu; Yue‐E Miao; Norbert Willenbacher; Chao Zhang; Tianxi Liu,2024,10.1002/adma.202400102,https://openalex.org/W4394751987,openalex,,Advanced Materials,article,False,polymer films,False
51.46666666666666,background literature,Tetraphenyl-p-phenylenediamine-based tunable conjugated microporous polymers: Adsorption and photodegradation of hazardous dyestuff in aqueous environments,Mohammed G. Kotp; Chih-Ling Chang; Ahmed F. M. EL‐Mahdy,2023,10.1016/j.jwpe.2023.103675,https://openalex.org/W4362702398,openalex,,Journal of Water Process Engineering,article,False,polymer adsorption,False
51.46666666666666,background literature,Enhancing Polymer Flooding Efficiency in a Sandstone Oilfield in Kazakhstan through Silica Nanoparticle-Based Control of Polymer Adsorption,Laila Maratbekkyzy; Mariam Shakeel; Peyman Pourafshary; Darya Musharova,2023,10.1021/acs.energyfuels.3c02579,https://openalex.org/W4387013037,openalex,,Energy & Fuels,article,False,polymer adsorption,False
51.46666666666666,background literature,Anticorrosion properties of the epoxy polymer TGETBAU for mild steel in a solution of HCl (1.0 M): Experimental and computational approaches,Adil Ech-chebab; Khadija Dahmani; Rachid Hsissou; Outman El Khouja; Dakeshwar Kumar Verma; Elyor Berdimurodov; Şaban Erdoğan; Burak Tüzün; Redouane Lachhab; Aadil Ejbouh; M. Galai; M. Ebn Touhamı,2023,10.1016/j.molstruc.2023.135441,https://openalex.org/W4360989628,openalex,,Journal of Molecular Structure,article,False,polymer adsorption,False
51.46666666666666,background literature,Restricted hydrolysis reaction of Si3N4 via nonionic polymer adsorption in advanced shallow trench isolation chemical mechanical planarization,Kiho Bae; Kangchun Lee,2023,10.1016/j.colsurfa.2023.132716,https://openalex.org/W4388333927,openalex,,Colloids and Surfaces A Physicochemical and Engineering Aspects,article,False,polymer adsorption,False
51.46666666666666,background literature,Regulating Polymeric Adsorption Dynamics via Monolayer‐Architected Hydrotalcite Integration for High‐Performance Organic Solar Cells,Zhenye Li; Xu Ding; Dongcheng Jiang; Yufeng Ding; Biao Liu; Yu‐Qing Zhao; Deqian Zeng; Hang Yin,2025,10.1002/adma.202508049,https://openalex.org/W4411965936,openalex,,Advanced Materials,article,False,polymer adsorption,False
51.46666666666666,background literature,Extraction of lithium from salt-lake brine by functional ionic solid porous polymer adsorption material,Cong Li; Xin Wang; Yuheng Xie; Jiangxin Li; Juan Zhang,2025,10.1016/j.jece.2025.117344,https://openalex.org/W4410877960,openalex,,Journal of environmental chemical engineering,article,False,polymer adsorption,False
51.46666666666666,background literature,Antiadhesive Copolymers at Solid/Liquid Interfaces: Complementary Characterization of Polymer Adsorption and Protein Fouling by Sum Frequency Generation Vibrational Spectroscopy and Quartz-Crystal Microbalance Measurements with Dissipation Monitoring,Jinpeng Gao; Peter W. Stengel; Tieyi Lu; Yuchen Wu; Dustin D. Hawker; Keith E. Gutowski; Jeanne Hankett; Matthias Kellermeier; Zhan Chen,2023,10.1021/acs.langmuir.3c01759,https://openalex.org/W4385856366,openalex,,Langmuir,article,False,polymer adsorption,False
51.46666666666666,background literature,Porous polyvinyl alcohol/polyacrylamide hydrogels loaded with HTO lithium-ion sieves for highly rapid and efficient Li+ extraction,Xunshuang Zhang; Junxiang Wu; Yu He; Chenhao Zhao; Minfang An; Liangbin Li,2024,10.1016/j.desal.2024.117587,https://openalex.org/W4393238077,openalex,,Desalination,article,False,polymer adsorption,False
51.46666666666666,background literature,Molecular dynamics simulations to study the adsorption damage of modified polyacrylamide in sandstone pores,Xiaojiang Yang; Zhongguo Xiong; Jincheng Mao; Ting Yang; Bo Fu; Difei Han; Junxian Yang; Wen Chen; Wei Liu; Quan Zhang; Shuyue Xiao; Yang Zhang; Chong Lin,2024,10.1016/j.molliq.2024.124096,https://openalex.org/W4391112871,openalex,,Journal of Molecular Liquids,article,False,polymer adsorption,False
51.46666666666666,background literature,Experimental Studies of Sulfonated Polymer Adsorption in Carbonates Under Challenging Conditions,Ahmad Mahboob; Anas M. Hassan; Sarmad Zafar Khan; Anoo Sebastian; Muhammad Mushtaq; Emad W. Al-Shalabi; Mursal Zeynalli,2024,10.2118/218882-ms,https://openalex.org/W4395083509,openalex,,SPE Western Regional Meeting,article,False,polymer adsorption,False
51.46666666666666,background literature,Simulating Polydisperse Polymer Adsorption onto Porous Substrates,Robert Pelton; Abdollah Karami,2025,10.1021/acs.langmuir.5c02049,https://openalex.org/W4411360289,openalex,,Langmuir,article,False,polymer adsorption,False
51.42666666666666,background literature,Scalable super hygroscopic polymer films for sustainable moisture harvesting in arid environments,Youhong Guo; Weixin Guan; Chuxin Lei; Hengyi Lu; Wen Shi; Guihua Yu,2022,10.1038/s41467-022-30505-2,https://openalex.org/W4280509711,openalex,,Nature Communications,article,True,polymer films,False
51.42666666666666,background literature,Temperature-Dependent Spectroscopic Ellipsometry of Thin Polymer Films,Barbara Hajduk; Henryk Bednarski; Barbara Trzebicka,2020,10.1021/acs.jpcb.9b11863,https://openalex.org/W3015974552,openalex,,The Journal of Physical Chemistry B,article,True,polymer films,False
51.42666666666666,background literature,Advanced dielectric polymers for energy storage,Xudong Wu; Xin Chen; Qi Zhang; Daniel Q. Tan,2021,10.1016/j.ensm.2021.10.010,https://openalex.org/W3202288327,openalex,,Energy storage materials,article,True,polymer films,False
51.42666666666666,background literature,Light‐Driven Continual Oscillatory Rocking of a Polymer Film,Marina Pilz da Cunha; Akhil Reddy Peeketi; Adithya Ramgopal; Ratna Kumar Annabattula; Albertus P. H. J. Schenning,2020,10.1002/open.202000237,https://openalex.org/W3095768820,openalex,,ChemistryOpen,article,True,polymer films,False
51.42666666666666,background literature,MXene interlayered crosslinked conducting polymer film for highly specific absorption and electromagnetic interference shielding,Pritom J. Bora; Amith G. Anil; Praveen C. Ramamurthy; Daniel Q. Tan,2020,10.1039/d0ma00005a,https://openalex.org/W3018459940,openalex,,Materials Advances,article,True,polymer films,False
51.42666666666666,background literature,Formulation and Optimization of Sodium Alginate Polymer Film as a Buccal Mucoadhesive Drug Delivery System Containing Cetirizine Dihydrochloride,Krisztián Pamlényi; Katalin Kristó; Orsolya Jójárt‐Laczkovich; Géza Regdon,2021,10.3390/pharmaceutics13050619,https://openalex.org/W3159971818,openalex,,Pharmaceutics,article,True,polymer films,False
51.42666666666666,background literature,"Integrating charge mobility, stability and stretchability within conjugated polymer films for stretchable multifunctional sensors",Sung Yun Son; Giwon Lee; Hongyu Wang; Stephanie Samson; Qingshan Wei; Yong Zhu; Wei You,2022,10.1038/s41467-022-30361-0,https://openalex.org/W4280507098,openalex,,Nature Communications,article,True,polymer films,False
51.42666666666666,background literature,Fabrication of triboelectric polymer films via repeated rheological forging for ultrahigh surface charge density,Zhaoqi Liu; Yunzhi Huang; Yuxiang Shi; Xinglin Tao; Hezhi He; Feida Chen; Zhao‐Xia Huang; Zhong Lin Wang; Xiangyu Chen; Jinping Qu,2022,10.1038/s41467-022-31822-2,https://openalex.org/W4285389860,openalex,,Nature Communications,article,True,polymer films,False
51.42666666666666,background literature,Controllable synthesis of conjugated microporous polymer films for ultrasensitive detection of chemical warfare agents,Wanqi Mo; Zihao Zhu; Fanwei Kong; Xiaobai Li; Yu Chen; Huaqian Liu; Zhiyong Cheng; Hongwei Ma; Bin Li,2022,10.1038/s41467-022-32878-w,https://openalex.org/W4294376200,openalex,,Nature Communications,article,True,polymer films,False
51.42666666666666,background literature,Versatile construction of van der Waals heterostructures using a dual-function polymeric film,Zhujun Huang; Abdullah Alharbi; William Mayer; Edoardo Cuniberto; Takashi Taniguchi; Kenji Watanabe; Javad Shabani; Davood Shahrjerdi,2020,10.1038/s41467-020-16817-1,https://openalex.org/W3042765681,openalex,,Nature Communications,article,True,polymer films,False
51.42666666666666,background literature,Towards Impact of Modified Atmosphere Packaging (MAP) on Shelf-Life of Polymer-Film-Packed Food Products: Challenges and Sustainable Developments,Krzysztof Czerwiński; Tomasz Rydzkowski; Jolanta Wróblewska-Krepsztul; Vijay Kumar Thakur,2021,10.3390/coatings11121504,https://openalex.org/W4200202182,openalex,,Coatings,article,True,polymer films,False
51.42666666666666,background literature,A structural polymer for highly efficient all-day passive radiative cooling,Tong Wang; Yi Wu; Lan Shi; Xinhua Hu; Min Chen; Limin Wu,2021,10.1038/s41467-020-20646-7,https://openalex.org/W3125542369,openalex,,Nature Communications,article,True,polymer films,False
51.42666666666666,background literature,Fabrication of PVA polymer films with improved antibacterial activity by fine-tuning via organic acids for food packaging applications,Sanjeevamuthu Suganthi; Shanmugam Vignesh; Jeyaperumal Kalyana Sundar; V. Raj,2020,10.1007/s13201-020-1162-y,https://openalex.org/W3014583680,openalex,,Applied Water Science,article,True,polymer films,False
51.42666666666666,background literature,Antibacterial efficacy from NO-releasing MOF–polymer films,Morven J. Duncan; Paul Wheatley; Emma Coghill; Simon M. Vornholt; Stewart J. Warrender; Ian L. Megson; Russell E. Morris,2020,10.1039/d0ma00650e,https://openalex.org/W3092400075,openalex,,Materials Advances,article,True,polymer films,False
51.42666666666666,background literature,Adhesion and Stability of Nanocellulose Coatings on Flat Polymer Films and Textiles,Raha Saremi; Nikolay Borodinov; Amine M. Laradji; Suraj Sharma; Igor Luzinov; Sergiy Minko,2020,10.3390/molecules25143238,https://openalex.org/W3040811459,openalex,,Molecules,article,True,polymer films,False
51.42666666666666,background literature,"Electrochemical sensor for selective tyramine determination, amplified by a molecularly imprinted polymer film",Viknasvarri Ayerdurai; Maciej Cieplak; Krzysztof Noworyta; Marianna Gajda; Agnieszka Zimińska; Marta Sosnowska; Joanna Piechowska; Paweł Borowicz; Wojciech Lisowski; Shuai Shao; Francis D’Souza; Włodzimierz Kutner,2020,10.1016/j.bioelechem.2020.107695,https://openalex.org/W3098450071,openalex,,Bioelectrochemistry,article,True,polymer films,False
51.42666666666666,background literature,Effect of Silica Nanoparticles on Polymer Adsorption Reduction on Marcellus Shale,Sameer Al‐Hajri; Berihun Mamo Negash; Md Motiur Rahman; Mohammed Haroun; Tareq Mohammed Al-Shami,2021,10.1021/acsomega.1c03653,https://openalex.org/W3208056880,openalex,,ACS Omega,article,True,polymer adsorption,False
51.42666666666666,background literature,Solid-state polymer adsorption for surface modification: The role of molecular weight,Wenyang Xu; Karl Mihhels; Nikolay Kotov; Sakari Lepikko; Robin H. A. Ras; Claes Johnson; Torbjörn Pettersson; Eero Kontturi,2021,10.1016/j.jcis.2021.07.062,https://openalex.org/W3185872004,openalex,,Journal of Colloid and Interface Science,article,True,polymer adsorption,False
51.42666666666666,background literature,Graphene Quantum Dot Oxidation Governs Noncovalent Biopolymer Adsorption,Sanghwa Jeong; Rebecca L. Pinals; Bhushan Dharmadhikari; Hayong Song; Ankarao Kalluri; Debika Debnath; Qi Wu; Moon‐Ho Ham; Prabir Patra; Markita P. Landry,2020,10.1038/s41598-020-63769-z,https://openalex.org/W3020337514,openalex,,Scientific Reports,article,True,polymer adsorption,False
51.42666666666666,background literature,Enhanced Rotational Motion of Spherical Squirmer in Polymer Solutions,Kai Qi; Elmar Westphal; Gerhard Gompper; Roland G. Winkler,2020,10.1103/physrevlett.124.068001,https://openalex.org/W3005856932,openalex,,Physical Review Letters,article,True,polymer adsorption,False
51.42666666666666,background literature,Recent Progress in Charged Polymer Chains Grafted by Radiation-Induced Graft Polymerization; Adsorption of Proteins and Immobilization of Inorganic Precipitates,Ryo Ishihara; Shiho Asai; Kyoichi Saito,2020,10.3390/qubs4020020,https://openalex.org/W3015910608,openalex,,Quantum Beam Science,article,True,polymer adsorption,False
51.42666666666666,background literature,Numerical investigation of carbonate acidizing with gelled acid using a coupled thermal–hydrologic–chemical model,Piyang Liu; Jingfa Li; Shuyu Sun; Jun Yao; Kai Zhang,2020,10.1016/j.ijthermalsci.2020.106700,https://openalex.org/W3094577045,openalex,,International Journal of Thermal Sciences,article,True,polymer adsorption,False
51.42666666666666,background literature,A novel method for calculating polymer adsorption in fractures through a dual porosity model,Behnam Sedaee; Assila Taymourtash,2022,10.1007/s13202-022-01454-9,https://openalex.org/W4206709464,openalex,,Journal of Petroleum Exploration and Production Technology,article,True,polymer adsorption,False
51.42666666666666,background literature,Selective removal and recovery of Ni( ii ) using a sulfonic acid-based magnetic rattle-type ion-imprinted polymer: adsorption performance and mechanisms,Weiye Zhang; Xiujun Deng; Siqing Ye; Yan Xia; Lin Li; Weili Li; Hongxing He,2022,10.1039/d2ra06918k,https://openalex.org/W4312113358,openalex,,RSC Advances,article,True,polymer adsorption,False
51.42666666666666,background literature,Revisiting molecular adsorption: unconventional uptake of polymer chains from solution into sub-nanoporous media,Noriyoshi Oe; Nobuhiko Hosono; Takashi Uemura,2021,10.1039/d1sc03770f,https://openalex.org/W3195118516,openalex,,Chemical Science,article,True,polymer adsorption,False
51.42666666666666,background literature,Bending elastic modulus of a polymer-doped lyotropic lamellar phase,Viktoriia Meklesh; Patrick Kékicheff,2020,10.1016/j.jcis.2020.08.034,https://openalex.org/W3048857359,openalex,,Journal of Colloid and Interface Science,article,True,polymer adsorption,False
51.42666666666666,background literature,Hydrophobization of lignocellulosic materials part III: modification with polymers,Sandra Rodríguez‐Fabià; Jonathan Ø. Torstensen; Lars Johansson; Kristin Syverud,2022,10.1007/s10570-022-04660-0,https://openalex.org/W4283033602,openalex,,Cellulose,article,True,polymer adsorption,False
51.42666666666666,background literature,Adsorption‐mediated nonlinearity of critical cracking thickness in drying nanoparticle–polymer suspensions,Masato Yamamura,2021,10.1002/aic.17229,https://openalex.org/W3128093974,openalex,,AIChE Journal,article,True,polymer adsorption,False
51.42666666666666,background literature,Towards enhanced oil recovery: Effects of ionic valency and pH on the adsorption of hydrolyzed polyacrylamide at model surfaces using QCM-D,Amrutha Mohan; Ashit Rao; G. Julius Vancsó; Frieder Mugele,2021,10.1016/j.apsusc.2021.149995,https://openalex.org/W3158023367,openalex,,Applied Surface Science,article,True,polymer adsorption,False
51.42666666666666,background literature,"SO2- and NOx- initiated atmospheric degradation of polymeric films: Morphological and chemical changes, influence of relative humidity and inorganic pigments",Laura Pagnin; Rosalba Calvini; Rita Wiesinger; Manfred Schreiner,2021,10.1016/j.microc.2021.106087,https://openalex.org/W3133023400,openalex,,Microchemical Journal,article,True,polymer film morphology,False
51.42666666666666,background literature,Effect of Substrate on Structural Phase Transition in a Conducting Polymer during Ion Injection and Water Intake: A View from a Computational Microscope,Sarbani Ghosh; Igor Zozoulenko,2020,10.1021/acsaelm.0c00833,https://openalex.org/W3112353929,openalex,,ACS Applied Electronic Materials,article,True,polymer film morphology,False
51.42666666666666,background literature,Video Speed Switching of Plasmonic Structural Colors with High Contrast and Superior Lifetime,Kunli Xiong; Oliver Olsson; Justas Svirelis; Chonnipa Palasingh; Jeremy J. Baumberg; Andreas Dahlin,2021,10.1002/adma.202103217,https://openalex.org/W3195211080,openalex,,Advanced Materials,article,True,polymer film morphology,False
